Review;Rating
Agréable séjour bref pour ma femme et moi à Paris. Nous avons eu quelques problèmes mineurs avec notre chambre originale, mais le personnel de la réception s'est occupé de la question et nous ont donné une autre chambre. Le lendemain, nous avons reçu une belle lettre du directeur, Cécile qui s'est excusé pour la gêne occasionnée et lui a demandé de venir voir. Le lendemain matin, j'ai rencontré Cécile et parlé des problèmes. Cécile nous a proposé une réduction sur la dernière nuit et nous obligés, mais fait en sorte de nouveau à mentionner comment super le personnel était en prenant soin de nous immédiatement. Le personnel tout au long de notre séjour nous ont aidé à mes questions générales ( c'est-à-dire infos de train, l'emplacement de l'ATM, etc). Ma femme et moi, nous avons beaucoup apprécié le petit déjeuner. Le petit-déjeuner il y avait beaucoup de choix d'œufs brouillés, saucisses, pains, pâtisseries, fruits, jus d'orange fraîchement pressé (littéralement mettre ensemble des oranges dans une machine). A quelques minutes à pied de Notre Dame et de la Seine, mais à craignez pour aller à pied à la Tour Eiffel. Nous y retournerons volontiers si nous avons la chance.;4.0
L'hôtel Trianon est situé juste à côté de boulevard Saint-Michel, ce qui est parfait pour rejoindre St Germain, de Notre Dame et de la Seine. Les chambres sont assez petites et ça ne vaut pas dépenser 15 euros sur n'importe quel petit déjeuner fourni, mais si vous êtes seulement passer une courte période dans Paris c'est parfait comme point de chute. J'ai réservé par le biais du site Booking.com qui s'est avéré être beaucoup moins cher. J'ai été encore plus surpris lorsque notre chambre avait un joli balcon et une vue imprenable sur la Tour Eiffel et les toits parisiens typiques. Le personnel n'est pas trop sympathique mais vous passerez donc peu de temps dans l'hôtel, mais il n'a pas vraiment d'importance !  Votre propre- terre-à-terre parisien !;4.0
"Par ""Classic"" je vous référer à l'architecture extérieure typique du quartier, petite à moyenne, bien aménagée dans le lobby, avec un petit bar à vin/bière et une petite réception. La propriété est sur 60 ans avec un verre et bronze simple ascenseur et les chambres sont assez petites.  Le Trianon Rive Gauche pourrait être appelé original s'il n'y avait pas de 8 étages. Les chambres sont bien aménagées et lits confortables avec de grands oreillers. C'est un hôtel très calme. Notre salle de bains avait été surclassés peut-être il y a 5 ans. Notre chambre donnait sur une cour intérieure. Le personnel entièrement m'a surpris avec leur attention et l'attention portée aux détails. Ils étaient tous très sympathique et professionnel.  En tant que station Vaugirard est une longue rue c'est mieux de se rappeler que l'emplacement est un demi-pâté de maisons de la Sorbonne. De là, on peut facilement aller à pied à travers le Quartier Latin à Notre-Dame en 10-15 minutes. Jardin du Luxembourg est 5 minutes à l'ouest et est la frontière à Saint-Germain-des-Prés directement 2 pâtés de maisons au nord.";4.0
"Cet hôtel jouit d'un emplacement agréable près du palais du Luxembourg. Plusieurs déficits pendant notre séjour. Tout d'abord, nous avons demandé une chambre plus tôt car nous devions arriver avant 11 h et l'hôtel nous a dit que ce serait possible. L'heure normale d'arrivée est à 15 h. Nous sommes arrivés à 11 h00 et on nous a dit que nous ne pouvions pas arrivée tôt et de revenir à 3 h. Pas une bonne première impression, surtout après une longue journée de voyage. Ils avaient quelque chose pour nos bagages, mais nous voulions prendre une douche et se changer mais ne pouvait pas. J'ai essayé de parler au personnel de la réception, mais la dame de la réception parlait peu cassée anglais malgré l'hôtel prétendant que le personnel multilingue et parle couramment dans 3 langues dont l'anglais. Le petit déjeuner n'est pas inclus mais aussi médiocres. Café dans le hall n'est pas gratuite, ce qui est assez ridicule. Le pire, c'était que le personnel de l'hôtel qui est entré dans notre chambre avec le signe ""ne pas déranger"" jusqu'alors que nous étions sortis. Chambre et salle de bain très petite.";3.0
Nous avons séjourné dans cet hôtel pour un court séjour. L'hôtel est vraiment agréable. Décor charmant et traditionnel, avec de bonnes installations et dans un emplacement fabuleux. distance de marche facile à Notre Dame, le Jardin du Luxembourg et tous les cafés et restaurants charmants du Quartier Latin. Chambre de bonne taille avec une grande salle de bains, plateau thé et café. L'air conditionné était assez et minables mais portes fenêtres signifiait la chambre est restée très cool et ventilée. Les chambres sont bien entretenues et sont bien entretenues. Le personnel est très serviable. Nous n'avons pas mangé à l'hôtel, donc je ne peux pas faire de commentaires et le bar était en rénovation qui était une honte, mais il y a beaucoup d'endroits à proximité. Les nombreux bons restaurants dans la rue Monsieur le Prince qui est quelques secondes. Dans l'ensemble, nous avons passé un bon séjour et un très bon rapport qualité-prix.;4.0
Mon mari et moi avons séjourné dans cet hôtel à la fin d'un voyage d'un mois merveilleux à travers la France. Quel superbe hôtel à la fin de notre voyage ! Beau décor classique, un personnel très sympathique qui parlait un anglais excellent, les chambres sont confortables et calmes avec tous les éléments. Situé dans le quartier vibrant St Germain nous étions à seulement quelques pas de nombreux restaurants et cafés excellents ainsi que près de Notre-Dame, le Musée d'Orsay et beaucoup d'autres attractions principales. Très bon rapport qualité/prix !;5.0
Nous avons séjourné dans cet hôtel pour 4 nuits en 2015 juin. Ayant séjourné dans des chambres de couple dans la ville de New York, nous savions à quoi nous attendre en termes de tailles d'hôtel à Paris. Et celui-ci, malheureusement, était à la hauteur de nos attentes.  La salle de bain était une horreur. Les murs de l'hôtel étaient assez minces et nous pouvions presque entendre ce que les gens dans les autres chambres étaient parler.  L'ascenseur de l'hôtel était probablement la plus petite remontée mécanique que j'aie jamais vu. Même deux personnes pouvaient à peine faire entrer ! Nous avons préféré prendre les escaliers.  Le seul point positif de cet hôtel, c'est son emplacement. Louvre était à environ 20 minutes à pied, Notre Dame était 5-10 minutes et les jardins du Luxembourg encore 5-10 minutes. En plus, avoir des et Pierre Hermes Angelina à une dizaine de minutes à pied ne peut être mal non plus. Également la station de métro est à seulement 5-7 minutes à pied.  Ne vous embêtez pas avec le petit déjeuner, car il y a plein de meilleures options sur la rue. Nous avons pris le petit déjeuner à Bagelstein qui était assez bon.  La seule raison pour laquelle on pouvait choisir cet hôtel est son emplacement.;3.0
Nous n'y avons passé qu'une seule journée et soirée à Paris et nous avons adoré notre séjour au Trianon Rive Gauche ! Réception magnifique et très sympa à notre arrivée. Nos bagages ont été détenus pendant que nous explorions Paris vous attend dans notre chambre pour être prêt. Heureusement, elle était prête avant midi et quelle belle lune détail était donné à notre chambre pour nous !  Champagne réfrigérées, des bonbons et des pétales de rose dans un heartshape sur le lit et dispersés dans la salle de bain ! C'est une bonne chose à faire pour eux pour nous !  Notre chambre était très propre et calme, avec une belle vue. C'était un lit très confortable avec oreillers confortables.  Cet hôtel est très centralement situé à 2 pâtés de maisons des jardins du Luxembourg et puis quelques pâtés de maison de l'autre côté de la Seine !  Nous n'avons pas été en mesure d'apprécier le petit déjeuner car nous avions seulement 1 nuit et un train tôt le lendemain matin. Mais il semblait qu'il y avait été très bon. Très bien une atmosphère parisienne avec la plus petite remontée mécanique que j'aie jamais été sur avant ... mais c'était amusant !;5.0
Hôtel horrible. La chambre et la salle de bain étaient très désordonné. J'ai dû nettoyer la baignoire par moi-même avant la douche.  Il y avait des vêtements de clients avant, dans le placard.  Le coffre-fort est installé sur un mur non ornées en toute sécurité. Je n'ai pas osé mettre quelque chose, car j'avais peur qu'il tombe en bas.  Les fenêtres ne ferment pas correctement, donc son calme bruyants et froid.  ...  La seule chose positive était que la télévision fonctionnait très bien.  Cet hôtel a 4 étoiles ... C'est juste une blague! Je donnerais zéro étoiles. Veuillez regarder pour un autre! Peut-être étoiles voire sont mieux et moins cher.;1.0
Nous avons passé 5 nuits au début du mois d'août, j'adore l'emplacement et le service. Nous étions dans la chambre à lits jumeaux supérieure avec un petit balcon avec une belle vue sur la Tour Eiffel. Le personnel de la réception était toujours serviable et parlait anglais. Nous n'avons pas pu leur petit déjeuner parce qu'il y a de nombreux cafés inférieurs au coût à seulement quelques pas de la façade de l'hôtel. Oui, les chambres sont minuscules mais vraiment combien d'espace avez-vous besoin lorsque vous devrait visiter les sites. Cet hôtel est facilement accessible à pied de Notre-Dame et même du Louvre. Stations de métro à chaque tournant. Des centaines de bons restaurants dans un rayon de 1,5 dans n'importe quelle direction. Séjour ici si vous voulez passer un agréable séjour à un coût raisonnable et dans un excellent emplacement.;4.0
Nous avons apprécié un séjour de 4 nuits dans cet hôtel bien situé. Le Best W nous avons réservé lors d'une visite précédente n'était pas disponible, donc nous avons décidé d'essayer celui-ci. On a adoré, c'était charmant. Notre chambre supérieure était au 8ème étage, avec une vue, petit frigo, des agréments (peignoirs, pantoufles). Le petit déjeuner était merveilleux. Donc, nombreux restaurants à proximité à choisir. Nous retournerons dans cet hôtel lors d'un prochain voyage.;5.0
Bon emplacement et la chambre était convenable. Pas de mini-bar mais vous pouvez prendre un verre dans le salon du hall. Ce que j'ai aimé le plus, c'est la vue sur la Tour Eiffel ! Dans l'ensemble, j'ai été très satisfait de l'hôtel et je le recommande à tous ceux qui cherchent un endroit à Paris ce n'est pas trop cher.;4.0
Cet hôtel est situé dans un emplacement parfait dans le centre de Paris à distance de marche de la Seine, à deux pas de l'université de la Sorbonne et du jardin du Luxembourg. Comme pour la qualité de l'hôtel, il a répondu à toutes mes attentes et dépassé eux avec la grande salle de bain bien opérationnelle.;4.0
C'est un hôtel charmant avec le métro et le bus s'arrête à proximité. Il y a un assortiment de restaurants et de cafés à proximité de l'hôtel, et l'accès au Boulevard St Michel. Le personnel était très serviable avec une multitude de renseignements sur les environs. Le parking est disponible près de l'hôtel, mais pas pour les grandes servait aux camions car il y est limite de hauteur. Les chambres étaient propres et ayant un balcon était une très bonne surprise avec vue sur les toits de Paris. Il y a un ascenseur à tous les étages et est facile d'accès depuis la route pour les utilisateurs de fauteuil roulant. La salle de bains était un peu petite avec seule chambre pour une personne. Les cas peuvent être laissés en sécurité dans une chambre fermée sur le départ.;5.0
Nous étions un peu inquiets d'une meilleure ouest où séjourner à Paris, mais il était super ! C'est un hôtel typique et pittoresque de Paris, dans un très bon emplacement dans un quartier super. Le personnel était extrêmement serviable. Le buffet de petit déjeuner était assez bon. La chambre était très grande et très agréable. Nous avons fait toutes les choses touristiques typiques (Musée du Louvre, Notre-Dame, Tour Eiffel, Champs Elysées) et étaient bien pratique à eux tous. Comme l'hôtel est situé dans le quartier de l'université de Paris, l'énergie dans le quartier était super.;5.0
J'ai réservé cet hôtel il y a quelques semaines via booking.com, sans problèmes, très rapides. A notre arrivée, nous avons été accueillis et la réservation était correct. La chambre était agréable et très propre, bien que petite valise et effets sont une fois, mais ce n'était pas un problème du tout. Nous n'avons pas testé le petit-déjeuner à l'hôtel ou manger comme à proximité sont beaucoup d'établissements pour tous les budgets. C'était un week-end surprise à Paris pour ma femme et l'hôtel certainement beaucoup contribué à faire de cet hôtel spécial. On peut facilement aller à pied jusqu'au Quartier Latin, et d'excellents magasins tout près. Nous sommes allés à l'hôtel du Louvre, les Champs-Elysées, l'Arc de Triomphe et sur la tour Eiffel et à l'arrière de l'hôtel, qui était à environ 11 km à pied, donc très central pour tout le Paris à souligner. Je vous recommande cet hôtel ☺;4.0
Nous avons séjourné dans cet hôtel pour 7 nuits. Nous sommes arrivés sur le jour de la grève en taxi, 25 juin. Nous avons trouvé que le métro à l'aéroport et ensuite une heure en ligne pour obtenir un billet pour le RER (12 euros) pour enfin arriver sur le métro, puis 5 minutes à pied de l'hôtel. L'enregistrement était simple et que je voulais obtenir dans notre chambre pour prendre une douche et une sieste après 12 heures de voyage. Notre chambre au 5ème étage était étonnamment spacieuse avec un dressing. La climatisation fonctionnait également très bien. Pendant notre séjour, il faisait 33°C à 40°C chaque jour et l'unité de l'ac nous a tenus cool. C'était une oasis opportune lorsque nous sommes revenus à la chaleur chaque jour. Notre chambre ne donnent sur la rue et était très calme. Notre chambre était près de l'ascenseur, donc nous avons entendu du bruit car il a cessé pendant la nuit mais on s'y habitue après une coupe de nuits. Le lit était confortable et il y avait beaucoup d'espace de rangement pour nos vêtements. Dans l'ensemble, nous avons été satisfaits de notre séjour et j'y retournerai volontiers. Bons restaurants, boulangeries et autres services à proximité.;5.0
Situé à deux pâtés de maisons des jardins du Luxembourg et à trois pâtés de maisons de la Seine, cet ancien bâtiment a conservé beaucoup de son charme et son caractère très parisien. Les chambres sont bien aménagées ( je suis partial pour avoir un fer à ma disposition.) Ils sont petites mais moderne, avec l'air conditionné, et une salle de bains moderne. L'ascenseur et escalier en colimaçon recouvrait tout autour sont charmantes. Le personnel était de bonne humeur. Dommage qu'ils ne pouvaient pas jeter un Sack sur le Best Western enseigne au néon. Presque un 5. Les prix sont convenables pour l'emplacement et le niveau de confort.;4.0
Chambres tranquilles, des lits confortables et de nouvelles salles de bain, certaines avec baignoire. Fenêtres avec vue était un avantage appréciable. Le personnel est très gentil et serviable. L'hôtel était en mesure de bloquer les valises jusqu'à notre retour d'un voyage de 3 jours. C'était utile, donc nous n'avons pas eu à prendre grandes valises sur le train.;4.0
Nous avons passé trois nuits à l'hôtel. L'hôtel est très bien situé et les réceptionnistes étaient très agréables. Vous pouvez entendre quand le côté ouvert ou fermé leurs portes. L'air conditionné ne fonctionnait pas bien. Un lit était trop dur et il y avait une odeur dans la salle de bain.;3.0
C'était un excellent emplacement pour nos 3 premières nuits de notre voyage. Le personnel est agréable et serviable. Les chambres étaient propres et de taille raisonnable. Salle de bains moderne, nécessitant qu'un rideau de douche pour vous aider. air conditionné, ascenseur et proche de beaucoup de choses. Sautez sur un bus dénuder pour une super visite de Paris.;4.0
Nous avions lu des critiques négatives et nous n'avons donc pas s'attendre à grand-chose mais nous avons été très satisfaits de notre séjour. Notre vue depuis le niveau 7 était vaut un million de dollars. La Tour Eiffel. Coure de Sacré. Notre-Dame de Paris. La chambre n'était pas grande mais propre et il y avait tout ce dont nous avions besoin. Nous n'étions pas là pour passer du temps dans notre chambre mais de l'utiliser comme base. La situation centrale était super. Les bons restaurants dans la région et facile des promenades à la plupart des attractions. J'y retournerais volontiers et demande la même chambre 752. Une chambre avec une vue !;4.0
L'emplacement de cet endroit est parfait. Deux pâtés de maisons des jardins du Luxembourg et des trains. Il y a plein de restaurants autour. Le personnel était très sympa et tout le monde avec qui nous avons eu affaire au personnel de la réception parle très bien l'anglais. La chambre était plutôt petite, mais propre et bien entretenue. Très belle architecture. Ascenseur est très petite, mais nous n'avons utilisé deux fois pour amener nos bagages dans notre chambre. Le petit déjeuner gratuit était assez bon et le Wi-Fi fonctionne très bien. Nous y retournerons certainement si nous pouvons faire revenir à Paris.;4.0
Si vous souhaitez rester sur la rive gauche (Rive Gauche) à Paris, cet hôtel offre l'un des meilleurs emplacements. C'est autour du coin du jardin du Luxembourg (Luxembour jardin) et du boulevard Saint-Michel. C'est à l'angle de Gibert Joseph, un magasin qui a une sélection extraordinaire de livres et de CDs. C'est le magasin préféré de mon mari, ou au moins l'un de ses favoris, pour sa vaste sélection de CD.  Il y a beaucoup de bons restaurants autour. Juste au cas où, j'ai demandé à la réceptionniste pour des recommandations de restaurant, et elle m'a envoyé à Bouillon Racine, qui était presque, sur la rue parallèle, et s'est avéré être un choix extraordinaire. La nourriture était excellente, et l'ambiance était phénoménal avec son style Art nouveau décorations Art original datant de 1906, quand ce restaurant a ouvert ses portes pour la première fois.  Les chambres d'hôtel à Paris sont petites, donc si vous y allez avec l'espoir d'une grande chambre, puis déception sera inévitable. Je suis arrivé tôt, avant l'heure d'enregistrement formel, et on nous a donné une chambre au dernier étage, qui à cet hôtel était au 8ème étage. C'est un étage élevé par rapport aux normes parisiens. Ma chambre était très long et sous les combles, donc il y avait une section de la chambre où j'ai dû pratiquement bend à traverser d'un côté à l'autre pour ne pas heurter ma tête. Malgré cet inconvénient, la chambre était assez spacieuse. La salle de bain était assez petite, mais fonctionnelle. Il y a une vue imprenable sur la Tour Eiffel depuis ma chambre, qui était fructueuse en lui-même. La chambre et la salle de bains étaient impeccablement propre.  Le lit était très confortable. Il y avait un coffre-fort dans la chambre, mais c'était presque trop haut très gênant. Ils nous ont aussi offert une bouteille d'eau minérale gratuite dans la chambre.  L'ascenseur de cet hôtel était plus grande que dans les hôtels parisiens similaires. L'ascenseur avait des murs de verre, donc on peut voir les vitraux élaborées en verre sur le chemin jusqu'en bas. Départ était rapide et sans surprises, qui est de savoir comment elle devrait l'être.  Dans l'ensemble, je n'hésiterais pas à retourner à cet hôtel, et nous le recommandons à tous.;5.0
"J'ai lu certains commentaires sur le service étant super. Je ne peux pas dire que j'ai remarqué pour être honnête. Le personnel semblait font de leur mieux pour vous ignorer pour être honnête - et bien c'est Paris!  L'hôtel en lui-même est assez agréable. Les chambres sont assez petites mais suffisamment confortables. Je n'aime pas les deux lits accolés ( c'est censé être la ville de l'amour après tout !)  Pour Paris, je pense qu'il mérite sans doute un ""bon"" catégorie mais à l'échelle internationale c'est sûrement un moyen.  L'hôtel est bien situé, très proche de Notre-Dame du Dam et le quartier Latin.";3.0
J'ai dû séjourner à cet hôtel pour 1 nuit (dormir à moins de 6 heures) et je n'ai pas été impressionné. La réservation a été faite sur mon nom et une chambre de luxe supérieure était demandé par mon agent de réservation. Quand je suis allé chercher la clé que je suis allé dans ma chambre et j'ai été subjugué en dégoût à la taille de la chambre. Il n'y avait rien deluxe ou supérieure à propos de cet espace de rectangle (Précédemment un couloir ils ont changé dans une chambre). Il y avait un petit lit simple - je suis 5 pieds 7 et mes pieds dépassaient le se termine. Les draps de lit avait un trou, la tête de lit pendait le lit. J'ai immédiatement rendue à la réception pour discuter les problèmes que j'ai eu et de voir s'ils avaient une autre chambre. J'ai été dit par le gars de la réception que «Ils étaient entièrement réservé» et que c'était ce que j'avais demandé même après lui j'ai montré ma confirmation de réservation. Il a continué à être agressif, donc je suis parti à la recherche d'un autre hôtel. Heureusement ils Sélectionner étonnant hôtel était disponible et est à moins de 300 mètres de l'hôtel. Cet hôtel est peut-être l'un des pires que j'ai connus.;1.0
Nous avons séjourné ici deux fois au cours des trois dernières années. L'hôtel est situé sur la rive gauche avec un accès facile aux nombreux sites (Notre Dame, et le Musée Cluny, les jardins du Luxembourg, de la Sorbonne) et la station de métro Saint-Michel. Il y a un certain nombre de petits restaurants dans la région qui sont très bons. Les chambres sont assez grandes et joliment recevoir sa. Le personnel est extrêmement courtois et serviable. Je recommande vivement cet hôtel pour les visiteurs en quête de séjourner dans cette section de Paris et j'espère y retourner bientôt.;5.0
Il y a beaucoup de bonnes choses à dire sur cet hôtel : super emplacement, propreté, serviables et très agréable le personnel de la réception. Notre avion est arrivé très tôt le matin et pourtant, on nous a donné une chambre plus tôt que l'heure d'arrivée, qui était très bien car nous étions épuisés. Cependant, la chambre était la plus petite chambre que j'aie jamais vu, même selon les normes françaises. Même commentaire à propos de la salle de bains. Nous avons pris le petit déjeuner de l'hôtel qui était excellent mais gâché par le bruit du personnel de cuisine. Malgré la demande de mon mari, ils ont refusé de fermer la porte de la cuisine et est devenu encore plus bruyante par le bruit des plats. Les choses ne s'améliorer après qu'il se sont plaints auprès de la réception. Apparemment, il y a certaines chambres qui sont plus grandes que celle que nous avions, donc je vous assurez-vous de demander la taille de la chambre au moment de la réservation.;4.0
L'emplacement de l'hôtel est excellent pour la michel de St / St germain de région, il y a beaucoup de restaurants dans les environs et les jardins du Luxembourg. Rien de spécial dans l'hôtel lui-même, la chambre était propre, pas trop spacieuse mais c'était correct pour mes besoins -un rapide séjour d'une nuit et prendre un vol de bonne heure le matin. Le personnel était serviable et tout a été géré efficacement.;4.0
L'hôtel est idéalement situé dans l'un des quartiers les plus animés de Paris, à une distance de marche de nombreux sites. À proximité suffisant choix de sympathiques restaurants abordables ainsi et je vous conseille d'utiliser celles-ci pour votre petit déjeuner ainsi au lieu de prendre le cher à l'hôtel. Les chambres sont petites mais très propres et certaines offrent même une belle vue. Les lits sont très bien et la salle de bains. Un bon hôtel 4 étoiles;4.0
Après la recherche d'un appartement de vacances en location sur préavis court et pas à trouver quoi que ce soit dans une gamme de prix raisonnable je suis tombé sur cette bonne affaire pour les chambres d'hôtel. Je n'ai pas été déçu. L'emplacement était parfait. Deux pâtés de maisons de la ligne de RER Luxembourg, 5 pâtés de maisons de la station de métro Odéon sur le boulevard Sainte-Germaine.  La chambre était acceptable. Les lits n'étaient pas des plus confortables mais après avoir marché toute la journée que cela n'a pas d'importance. Le seul reproche que je ferais, c'était le climatiseur ne fonctionnait pas ma première nuit. C'était réparé le lendemain mais encore une fois il ne fonctionnait pas cool la chambre à mon goût. Heureusement le temps autorisé les fenêtres ouvertes qui baisser la température de la pièce.  Le service était bon, ainsi que le personnel de la réception était très serviable et arrangeant.  Je recommande cet endroit à d'autres gens qui cherchent une option raisonnables dans ce merveilleux endroit.;4.0
L'hôtel est entouré de bons restaurants français et proche du Jardin du Luxembourg. En outre, vous pouvez facilement aller en train de l'aéroport CDG. Nous étions cinq femmes partager deux chambres et les chambres étaient bien malgré la salle de bain dans la chambre où trois d'entre nous avons séjourné. Sauf si vous étaient minuscules vous ne serait pas capable d'entrer dans la salle de bains. Sinon, l'hôtel peut inviter dans un très bon buffet petit-déjeuner et le personnel était très sympathique et serviable.expérience générale était super.;4.0
Dans l'ensemble, notre séjour dans cet hôtel a été super ! L'emplacement de l'hôtel est à deux pâtés de maisons de la station de train qui vient de l'aéroport. Vous montez sur le RER B qui dure environ 40 minutes. L'hôtel est également proche de l'Odéon et le Luxembourg les métros ce qui est très pratique. Ayant maintenant passé aurait préféré rester près de Saint Germain rue cependant, l'hôtel est un bon rapport qualité prix et est à distance de marche. Le personnel de l'hôtel sont très gentils et ont été très accommodants.;4.0
J'ai séjourné à l'hôtel avec mes parents. On nous a donné une chambre au dernier étage, qui avait une vue incroyable sur les toits de Paris, j'ai même pu voir la Tour Eiffel, qui est un arrondissement de Saint Germain (30 min à pied).;4.0
Trouver un endroit convenable dans le centre de Paris est aussi facile que trouver une épingle dans la chaîne Haystack proverbiale. Celui-ci est assez bon. Juste entre la Sorbonne, le Jardin du Luxembourg et Odéon, il n'est pas parfait, propreté et finitions sont variables, et la décoration peut être un peu NAF :, mais les salles de bains sont modernes dans toutes les chambres, j'ai séjourné, et le personnel très compétent multilingue aide. Franchement, pour environ 150 euros la nuit, je doute que l'on peut trouver mieux dans la région.;4.0
J'ai été dans cet hôtel plusieurs fois déjà. Très bien situé mais très chambre minuscule. Le personnel était courtois. Par le RER vous pouvez facilement aller-retour à et de l'aéroport CDG. L'hôtel est juste à quelques pâtés de maisons de la station de RER du Luxembourg. La chambre est cher et donc est le petit-déjeuner, mais vous êtes dans l'un des plus cher quartier dans Paris. Beaucoup de bars dans la proximité d'avoir un bon croissant et un bon café et beaucoup de bons restaurants dans le coin.;3.0
C'était mon troisième voyage à Paris et je savais exactement où je voulais aller et où je voulais aller. L'hôtel était parfait pour nos besoins et l'emplacement était excellent. À quelques minutes à pied de la station de métro et à quelques minutes de Notre Dame.;4.0
Ma famille ( 6 personnes 3 chambres ) récemment séjourné au Best Western Hôtel Trianon Rive Guache 30 Décembre - Janvier 2,2015 . Le Trianon Rive Gauche est situé dans un emplacement idéal près des transports massive et il y a beaucoup d'excellents restaurants et des boutiques à quelques pas de la porte. Le personnel était très professionnel et extrêmement serviable. Nous avons besoin d'un Dr. et ils ont cherché le Dr. à moins de deux pâtés de maisons de l'hôtel, et nous avons appelé et institué un rendez-vous. Ils m'ont également pu mettre une navette abordable pour 6 personnes retourner à l'aéroport. Les chambres étaient très propres et les lits étaient très confortables. Je recommande le Best Western Hôtel Trianon Rive Guache.;5.0
Un hôtel charmant, situé près du Palais du Luxembourg ... L'emplacement est excellent pour accéder à des attractions intéressantes et proche de : métro ) qui vous emmènera à n'importe où.  Le personnel est très serviable et gentile.  Les chambres sont un peu petites mais nous a très bien accueilli. Les chambres sont assez, équipé avec TV et Internet. La salle de bain est bon et fourni avec du gel douche et shampooing.;4.0
"Mon mari et moi y sommes allés pour notre 20ème anniversaire et le personnel et la situation était excellent ! Cécile, la personne avec qui j'avais communiqué avec le personnel était très serviable et nous a fait remarquer à proximité des endroits qui étaient d'intérêt pour nous ainsi que pour nous aider avec l'emplacement de la station de métro. Le tabac en bas de la rue près de la Sorbonne était notre maison loin de la maison et les serveurs étaient merveilleux ainsi que la nourriture ! Nous avons trouvé un petit magasin de fromage à proximité et n'ai trouvé le Panthéon par accident à pied, c'est donc sur la liste pour la prochaine fois. Vous pouvez vraiment juste marcher dans n'importe quelle direction et trouver intéressant des magasins de magasins de vin de vêtements. Nous sommes allés à Giverny depuis ici et le train était une connexion facile une fois Cecile expliqué comment y aller. Mon français est « Las Malmaison"" mais si vous font même un minimum d'effort, j'ai trouvé que c'était très apprécié. Je dois vous dire que certaines des chambres ont des balcons et nous avons eu la chance d'en avoir une. C'était très petite et sur la rue, mais correspondre à une table et deux chaises. J'avais l'impression d'être dans un lit double de ce superbe balcon ! Je vous conseille vivement vous essayer cet hôtel !!";5.0
C'est un hôtel agréable non loin de la gare et de la rivière du RER, il y a de nombreux endroits où manger tout autour. Les chambres, bien que petites, sont très convenable, avec tous les équipements dont vous avez besoin, le chauffage ne fonctionnait pas dans ma chambre. Le petit déjeuner était le Affair habituel.Dans l'ensemble, l'hôtel était propre et ordonnée, dans un bon emplacement avec un personnel serviable, j'y retournerai sans doute.;3.0
Mon mari et moi avons récemment passé 5 nuits dans cet hôtel. Situé dans un bâtiment du 17ème siècle, l'hôtel est chaleureuse, confortable et accueillante. Le personnel est sympathique et obligeant. Et vous ne pouvez pas être mieux situé à Saint Germain des Prés, ... à 5 minutes à pied de la Seine, à 10 minutes de Notre Dame de super restaurants et boutiques à proximité. Nous n'hésiterons pas à séjourner ici lors de notre prochain séjour à Paris.;4.0
Je suis un grand garçon et était partager la chambre avec quelqu'un, donc cela semblait un peu petite mais deux bons lits confortables. Même si à l'intérieur ressemblait à un motel de boutique, l'endroit avait tout, c'était très propre, et le personnel, très serviable et sympa. Nous y retournerons la prochaine fois que nous irons dans le pari;4.0
Un groupe d'entre nous étions à la recherche d'un hôtel dans le quartier Latin qui était une qualité, hôtel à un prix raisonnable et bien situé, et cela a répondu à toutes nos attentes. Nous avons reconnu que nous ne serait pas utiliser les installations de l'hôtel ou y manger, donc les exigences susmentionnées étaient le plus important. Nous avons pris le petit déjeuner au tabac de la Sorbonne au bas de la rue, ce qui était super, et il y avait aussi d'excellents restaurants à proximité, telles que le Bistro au sommet de la rue. Cependant, une courte promenade du boulevard St-Michel vous suivi de la Seine, et de là presque tous les sites sont accessibles à pied. Comme c'est le cas dans de nombreux hôtels à Paris il semblerait, les chambres étaient petites (avec les chambres 310 et 410 dans notre groupe étant encore plus petites en raison d'une pente mur). Cependant, notre chambre était propre, confortable et bien décorée et je ne peux pas imaginer un meilleur emplacement pour partir à la découverte de Paris.;4.0
Cet hôtel est un endroit parfait pour séjourner pour l'emplacement. Il est à distance de marche de la plupart des sites étant dans le quartier latin de Paris. Nous avons trouvé que cet hôtel était très propre et confortable, mais les chambres sont un peu petites, ce qui n'était pas un problème majeur, car nous n'étions là que pour nous rafraîchir et dormir. Je recommande vivement cet hôtel.;4.0
Cet hôtel était juste le bon endroit pour cinq nuits dans notre ville préférée. Nous avons décidé d'aller sur préavis très court et nous avons trouvé ce petit bijou sur Expedia.com. Nous préférons la sixième arrondissement et c'est un hôtel très central, près de tous les sites culturels, arts, des boutiques, des restaurants, des parcs et des commerces cette région a à offrir. C'est un quartier très vivant, plein de jeunes gens qui assistent à la Sorbonne et autres institutions éducatives.  Les formalités à l'arrivée et au départ étaient tous facile et sans défaut. Notre chambre était impeccable et bien entretenue par le personnel. La chambre était très bien nettoyée tous les jours et tout fonctionnait bien. Tous nos besoins sont satisfaits. Nous devrions aussi noter que notre chambre était très calme la nuit et nous n'avons jamais été dérangés par le bruit de la rue. Nous étions à un étage inférieur, mais nous avons été agréablement surpris d'avoir une petite vue sur la Tour Eiffel dans la distance.  Je retournerais à cet établissement et nous avons déjà recommandé à certains de nos amis.;4.0
